timestamp, memory.used [MiB], utilization.gpu [%]
2026/09/02 13:51:28.884, 0 MiB, 0 %
2026/09/02 13:51:58.890, 14705 MiB, 100 %
2026/09/02 13:52:28.891, 14705 MiB, 63 %
2026/09/02 13:52:58.892, 14705 MiB, 100 %
2026/09/02 13:53:28.893, 14705 MiB, 100 %
2026/09/02 13:53:58.894, 14705 MiB, 100 %
2026/09/02 13:54:28.895, 14705 MiB, 100 %
2026/09/02 13:54:58.896, 14705 MiB, 97 %
2026/09/02 13:55:28.897, 14705 MiB, 98 %
2026/09/02 13:55:58.898, 14705 MiB, 100 %
2026/09/02 13:56:28.899, 14705 MiB, 100 %
2026/09/02 13:56:58.899, 14705 MiB, 98 %
2026/09/02 13:57:28.900, 14705 MiB, 100 %
2026/09/02 13:57:58.901, 14705 MiB, 77 %
2026/09/02 13:58:28.902, 14705 MiB, 98 %
2026/09/02 13:58:58.903, 14705 MiB, 100 %
2026/09/02 13:59:28.904, 14705 MiB, 35 %
2026/09/02 13:59:58.905, 14705 MiB, 100 %
2026/09/02 14:00:28.906, 14705 MiB, 100 %
2026/09/02 14:00:58.907, 14705 MiB, 67 %
2026/09/02 14:01:28.908, 14705 MiB, 100 %
2026/09/02 14:01:58.909, 14705 MiB, 100 %
2026/09/02 14:02:28.910, 14705 MiB, 100 %
2026/09/02 14:02:58.911, 14705 MiB, 98 %
2026/09/02 14:03:28.912, 14705 MiB, 100 %
2026/09/02 14:03:58.913, 14705 MiB, 59 %
2026/09/02 14:04:28.914, 14705 MiB, 98 %
2026/09/02 14:04:58.915, 14705 MiB, 100 %
2026/09/02 14:05:28.916, 14705 MiB, 22 %
2026/09/02 14:05:58.917, 14705 MiB, 100 %
2026/09/02 14:06:28.917, 14705 MiB, 100 %
2026/09/02 14:06:58.918, 14705 MiB, 57 %
2026/09/02 14:07:28.919, 14705 MiB, 98 %
2026/09/02 14:07:58.920, 14705 MiB, 100 %
2026/09/02 14:08:28.921, 14705 MiB, 19 %
2026/09/02 14:08:58.921, 14705 MiB, 100 %
2026/09/02 14:09:28.923, 14705 MiB, 100 %
2026/09/02 14:09:58.924, 14705 MiB, 52 %
2026/09/02 14:10:28.925, 14705 MiB, 100 %
2026/09/02 14:10:58.925, 14705 MiB, 100 %
2026/09/02 14:11:28.926, 14705 MiB, 60 %
2026/09/02 14:11:58.927, 14705 MiB, 100 %
2026/09/02 14:12:28.928, 14705 MiB, 100 %
2026/09/02 14:12:58.929, 14705 MiB, 19 %
2026/09/02 14:13:28.929, 14705 MiB, 100 %
2026/09/02 14:13:58.930, 14705 MiB, 98 %
2026/09/02 14:14:28.931, 14705 MiB, 100 %
2026/09/02 14:14:58.932, 14705 MiB, 89 %
2026/09/02 14:15:28.933, 14705 MiB, 100 %
2026/09/02 14:15:58.934, 14705 MiB, 100 %
2026/09/02 14:16:28.935, 14705 MiB, 19 %
2026/09/02 14:16:58.936, 14705 MiB, 100 %
2026/09/02 14:17:28.937, 14705 MiB, 100 %
2026/09/02 14:17:58.938, 14705 MiB, 76 %
2026/09/02 14:18:28.939, 14705 MiB, 100 %
